inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
TL750;NULL;Kath. Öffentliche Bücherei Christus König;Zwingenbergstr. 108;Krefeld;51140000000;NULL;NULL;-2151;56 30 34;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kath. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TL762;NULL;Kath. Öffentliche Bibliothek St. Laurentius;Kratzenhof;Longuich;72355006078;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Kath. Kirche;bis 1.000;neben-/ehrenamtlich
TL786;NULL;Ev. Krankenhaus. Patientenbücherei;Riemsloher Str. 7;Melle;34590024024;NULL;NULL;-5422;6 03-0;(05422) 6 03-969;NULL;NULL;NULL;aktiv;NULL;Patientenbibliothek;Ev. Kirche;1.001 - 2.000;neben-/ehrenamtlich
TL798;NULL;Ev. Krankenhausbücherei;Asklepios-Kliniken;Melsungen;66340014014;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;Patientenbibliothek;Ev. Kirche;bis 1.000;neben-/ehrenamtlich
TL804;NULL;Krankenhaus Bethanien. Patientenbücherei;Bethanienstr. 21;Moers;51700024024;NULL;NULL;-2841;20 00;NULL;NULL;NULL;NULL;aktiv;NULL;Patientenbibliothek;Ev. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TL816;DEU;Gemeindebücherei Mötzingen;Schlossgartenstraße 7;Mötzingen;81155005034;NULL;NULL;7452;790814;NULL;NULL;http://www.buecherei.moetzingen.de/;NULL;aktiv;Di 16-18, Mi 16-19:30;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
TL841;NULL;Ev. Kurheim für Frauen und Kinder Norddeich. Bücherei;Badestr. 18;Norden;34520019019;NULL;NULL;-4931;8 14 80;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Ev. Kirche;1.001 - 2.000;neben-/ehrenamtlich
TL853;DEU;Krankenhaus Martha-Maria. Bibliothek;Stadenstr. 58;Nürnberg;95640000000;NULL;NULL;-911;9 59-1088 und 10 80;(0911) 9 59-1033;NULL;NULL;NULL;keine Beteiligung an DBS;Mo 17.30-18.30. Di-Do 8.30-11.00;Patientenbibliothek;Körperschaft/Stiftung des priv. Rechts;1.001 - 2.000;neben-/ehrenamtlich
TL865;NULL;Ev. Öffentliche Bücherei Manubach;Rheingoldstr. 136;Oberdiebach;73395001044;NULL;NULL;-6743;18 95;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Ev. Kirche;2.001 - 3.000;neben-/ehrenamtlich
TL877;NULL;Kath. Öffentliche Bibliothek St. Stephan Habsthal;Kath. Pfarramt;Ostrach;84370086086;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Kath. Kirche;1.001 - 2.000;neben-/ehrenamtlich
TL889;NULL;Kath. Bücherei St.-Josef-Krankenhaus Gießen;Liebigstr. 24;Gießen;65310005005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;Patientenbibliothek;Kath. Kirche;1.001 - 2.000;neben-/ehrenamtlich
TL890;DEU;Birkenbücherei. Ev. Öffentliche Gemeindebücherei Friedenskirche;Friedenstr. 1;Bayreuth;94620000000;NULL;NULL;-921;6 52 29;(0921) 51 22 66;NULL;NULL;NULL;aktiv;Mi und Fr 16.00-18.00;NULL;Ev. Kirche;2.001 - 3.000;neben-/ehrenamtlich
TL920;NULL;Ev. Gemeindebücherei Sutum im Petri-Haus;Pfeilstr. 18;Gelsenkirchen;55130000000;NULL;NULL;-209;58 15 19;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Ev. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TL956;NULL;Ev. Gemeindebücherei Bad Meinberg;Am Müllerberg 2;Horn-Bad Meinberg;57660032032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Ev. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TL968;NULL;Ev. Öffentliche Bücherei im Sonnenheim;Wilhelm-Löhe-Str. 22;Neuendettelsau;95710180180;NULL;NULL;-9874;86 73;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Ev. Kirche;30.001 - 100.000;hauptamtlich
TL981;DEU;Ev. Öffentliche Gemeindebücherei der Melanchthonkirche;Gumbinner Str. 10;Nürnberg;95640000000;NULL;NULL;-911;52 23 76;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Ev. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TM031;NULL;Ev. Öffentliche Gemeindebücherei Bronn;Klumpertalstr. 54 a;Pegnitz;94720175175;NULL;NULL;-9241;33 20;(09241) 77 98;NULL;NULL;NULL;aktiv;NULL;NULL;Ev. Kirche;2.001 - 3.000;neben-/ehrenamtlich
TM043;NULL;Ev. Krankenhaus Plettenberg. Bücherei;Ernst-Moritz-Arndt-Str. 17;Plettenberg;59620052052;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;Patientenbibliothek;Ev. Kirche;2.001 - 3.000;neben-/ehrenamtlich
TM055;NULL;Ev. Öffentliche Gemeindebücherei Eschenbach;Nr. 45;Pommelsbrunn;95740147147;NULL;NULL;-9151;81 36;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Ev. Kirche;bis 1.000;neben-/ehrenamtlich
TM067;NULL;Öffentliche Bücherei der Ev. Kirche;Am Hammerbach 14;Scheidegg;97760125125;NULL;NULL;-8381;70 14;(08381) 8 41 24;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Ev. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TM079;NULL;Ev. Öffentliche Bücherei der Auferstehungskirche;Brombergstr. 73 a;Schweinfurt;96620000000;NULL;NULL;-9721;8 28 65;(09721) 80 29 81;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Ev. Kirche;1.001 - 2.000;neben-/ehrenamtlich
TM080;NULL;Kath. Öffentliche Bücherei St. Maximin;NULL;Lütz;71355004056;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kath. Kirche;bis 1.000;neben-/ehrenamtlich
TM109;DEU;Klinikum Aschaffenburg. Akademisches Lehrkrankenhaus der Universität Würzburg. Patientenbibliothek;Am Hasenkopf 1;Aschaffenburg;96610000000;1807;DE-1807;-6021;32-2902;NULL;NULL;NULL;NULL;aktiv;Mo-Fr 10.00-14.00. Sa 9.00-10.00;Patientenbibliothek;Sonstige öffentliche Trägerschaft;2.001 - 3.000;neben-/ehrenamtlich
TM110;NULL;Schatzkiste. Kinder- und Jugendbibliothek. Fachbibliothek. Videothek;Schneiderstr. 50;Krefeld;51140000000;NULL;NULL;-2151;62 91 62;(02151) 60 87 44;NULL;NULL;NULL;aktiv;Di und Do 11.00-17.00. Mi 15.00-19.00. Fr 15.00-17.00. Kinderbücherei: Di und Do-Fr 15.00-17.00. Mi 15.00-19.00;NULL;Kath. Kirche;10.001 - 30.000;neben-/ehrenamtlich
TM742;NULL;Fachstelle des Erzbistums Köln für Büchereien. Ergänzungsbücherei;Gereonstr. 2;Köln;53150000000;NULL;NULL;-221;59 16;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kath. Kirche;3.001 - 5.000;neben-/ehrenamtlich
TM754;DEU;Fachstelle für Büchereiarbeit im Bistum Limburg. Ergänzungsbücherei;Roßmarkt 21;Limburg/Lahn;65330009009;NULL;NULL;-6431;2 95-451;(06431) 2 95-476;fachstelle@bistumlimburg.de;http://www.lesen.bistumlimburg.de;NULL;aktiv;NULL;NULL;Kath. Kirche;10.001 - 30.000;hauptamtlich
TM857;NULL;Bistumsbibliothek;Roßmarkt 4;Limburg/Lahn;65330009009;Li 4;DE-Li4;-6431;2 95-393;(06431) 2 95-476;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kath. Kirche;3.001 - 5.000;nebenamtlich
TM869;NULL;Ehemaliges Zisterzienserinnenkloster Gravenhorst. Bibliothek;Klosterstr. 8;Hörstel;55660016016;Hör 1;NULL;-5459;83 90;NULL;ulbhist@uni-muenster.de;NULL;NULL;NULL;NULL;NULL;Kath. Kirche;bis 1.000;nebenamtlich
UA000;NULL;Sächsisches Krankenhaus für Psychatrie und Neurologie. Patienten-Personal-Bibliothek;Hufelandstr. 15;Arnsdorf bei Dresden;146250010010;NULL;NULL;-35200;2 62 72;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;Patientenbibliothek;Körperschaft/Stiftung des priv. Rechts;10.001 - 30.000;neben-/ehrenamtlich
SM070;NULL;Kinder- und Jugendbücherei Nesselwang;Poststr. 3;Nesselwang;97770153153;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kath. Kirche;5.001 - 10.000;neben-/ehrenamtlich
UA036;DEU;Gemeindebücherei;Kirchenweg 5;Rohrbach/Pfaffenhofen a.d.Ilm;91860149149;NULL;NULL;-8442;88 86;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
UA048;NULL;Bibliothek Verl. Das medien.phile Haus;Hauptstr. 15;Verl;57540044044;Ver 1;NULL;-5246;92 52 30;(05246) 9 25 23 23;info@bibliothek.verl.de;www.bibliothek.verl.de;;aktiv;Mo-Di. Fr 11.00-18.00. Do 10.00-19.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
UA061;NULL;Gemeindebibliothek Seebach;Stadtweg  2a;Weinbergen;160640066066;NULL;NULL;-3601;44 08 81;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Di 16.00-18.00;NULL;Kreis/Bezirk;1.001 - 2.000;neben-/ehrenamtlich
UA073;NULL;Gemeindebibliothek Crüchen;NULL;Wohlsdorf;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UA085;NULL;Gymnasium Gadebusch. Bibliothek;Agnes-Karll-Str. 20;Gadebusch;130745452021;NULL;NULL;-3886;35 149;(03886) 35 152;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UA127;NULL;Begegnungsstätte Crüchern. Bibliothek;Crüchern Nr. 27;Wohlsdorf;150895052185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kreis/Bezirk;bis 1.000;neben-/ehrenamtlich
UB545;NULL;Gemeindebibliothek;NULL;Hakenstedt;150835051557;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB582;NULL;Gemeindebibliothek Hundisburg;NULL;Haldensleben;150830270270;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB624;NULL;Gemeindebibliothek Lockstedt;Dorfgemeinschaftshaus;Lockstedt;10615189064;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Mo 18.00 - 18.30 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB673;NULL;Gemeindebibliothek;Am Thie 7;Nordgermersleben;150835051557;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Mi 16.00 - 17.30 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB752;NULL;Gemeindebibliothek;Gartenweg 12;Süplingen;150835052495;NULL;NULL;39053;220;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB867;NULL;Gemeindebibliothek;NULL;Zobbenitz;150810135135;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UB880;NULL;Gemeindebibliothek;Hinterstraße 6;Apenburg-Winterfeld OT Apenburg;150815051026;NULL;NULL;39001;221;NULL;fleckenapenburg@gmx.de;NULL;NULL;aktiv;Di 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UC021;NULL;Gemeindebibliothek;Dorfmitte 1;Köckte;150830411411;NULL;NULL;-39004;2 41;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 18.00-20.00 Uhr 14-tägig;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UC215;NULL;Gemeindebibliothek;Eichpl. 3;Dahlenwarsleben;150830390390;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Di 16-17 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UC239;NULL;Gemeindebibliothek;An den Kirchen 4;Eichenbarleben;150830298298;NULL;NULL;-39206;5 02 03;(039206) 5 02 03;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UC240;NULL;Gemeindebibliothek;Im Winkel 2;Farsleben;150830390390;NULL;NULL;-39201;24348;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;letzten Mittwoch im Monat, 16-18 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UC343;NULL;Gemeindebibliothek;Ramstedter Str. 25;Loitsche;150835051361;NULL;NULL;-39208;21 72;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UC355;DEU;Gemeindebibliothek;Alter Dorfpl. 1;Meitzendorf;150830390390;NULL;NULL;-39202;62 39;NULL;NULL;NULL;NULL;vorübergeh. geschlossen;Mo 17-19;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UC380;NULL;Gemeindebibliothek;Schulstr. 1;Niederndodeleben;150830298298;NULL;NULL;-39204;52 38;(039204) 54 00;NULL;NULL;NULL;vorübergeh. geschlossen;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UC392;NULL;Gemeindebibliothek;Schulstr. 11;Rogätz;150835051440;NULL;NULL;39208;27431;NULL;NULL;NULL;NULL;aktiv;Mo 15.00 - 17 Uhr, Mi 15.00 - 17.30 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UC410;NULL;Gemeindebibliothek Bürgerhaus;Thomas-Müntzer-Str. 8 d;Hohe Börde OT Wellen;150830298298;NULL;NULL;39206;51687;NULL;NULL;NULL;NULL;aktiv;Mi 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UC422;NULL;Gemeindebibliothek;Otto-Grotewohl-Str. 27;Hohe Börde OT Ochtmersleben;150830298298;NULL;NULL;39206;5 0965;NULL;peter.kuhnkuhn@web.de;NULL;NULL;aktiv;Mi 15.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UC446;NULL;Gemeinde- und Schulbibliothek;Am Weinberg;Angern;150835051030;NULL;NULL;-39363;2 74 und 2 38;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UD438;NULL;Gemeindebibliothek Späningen;Schmersauer Str.;Meßdorf;150810240240;NULL;NULL;-39083;2 17;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 15.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UD451;DEU;Gemeindebibliothek;Karl-Marx-Str. 22;Eickendorf OT Biere;150890042042;NULL;NULL;NULL;NULL;(039297) 2 02 96 und 2 52 52;NULL;NULL;NULL;aktiv; Mi 14.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UD463;NULL;Gemeindebibliothek;Große Str. 3;Biere;150890042042;NULL;NULL;39297;26-0;039297 26-113;NULL;NULL;NULL;aktiv;Di 13.00 - 17.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;3.001 - 5.000;neben-/ehrenamtlich
UD499;DEU;Gemeindebibliothek;Kirchstraße 2;Eggersdorf (Bördeland);150890042042;NULL;NULL;3928;82484;(03928) 82484;NULL;NULL;NULL;aktiv;Di u. Do 16.00 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;neben-/ehrenamtlich
UD542;NULL;Gemeindebibliothek OT Großmühlingen;Breiter Weg 3;Bördeland OT Großmühlingen;150890042042;NULL;NULL;39297;2 52 18;039297 2 52 52;NULL;NULL;NULL;aktiv;Mi 14.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UD554;NULL;Gemeindebibliothek;Karl-Marx-Str. 14;Kleinmühlingen;150890042042;NULL;NULL;-39297;2 52 18;(039297) 2 52 52;NULL;NULL;NULL;keine Beteiligung an DBS;Do 14.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UD633;NULL;Gemeindebibliothek;Siedlungsweg 15;Sachsendorf;150890055055;NULL;NULL;-39295;2 73 52;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UD670;DEU;Gemeindebibliothek / Grundschule;Krumme Str. 13;Bördeland OT Welsleben;150890042042;NULL;NULL;39296;2 02 10;(039296) 2 04 99;NULL;NULL;NULL;aktiv;Mo 09.00 - 14.00 Uhr , Mi 09.00 - 12.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UD712;NULL;Zentralbibliothek;Dorfstr. 21;Kläden;150905051180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UD761;DEU;Gemeindebibliothek;Am Mühlenberg 42;Dobberkau;150900415415;NULL;NULL;-39089;318970;318971;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UD839;NULL;Gemeindebibliothek;Grünenwulscher Str. 1;Schinne;150905051180;NULL;NULL;-39320;2 36;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
AD424;DEU;Stadtbücherei;Steinerstr. 30;Werl;59740052052;424;DE-424;-2922;97 41-11;(02922) 97 41-15;carmen.schubert@werl.de;NULL;NULL;aktiv;Mo-Di und Do 14.00-18.00. Mi und Fr-Sa 10.00-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AA393;DEU;Stadtbücherei Jülich;Kleine Rurstr. 20 (Kulturhaus am Hexenturm);Jülich;53580024024;393;DE-393;-2461;93 63 63 und 93 63 65;(02461) 93 63 68;stadtbuecherei@juelich.de;http://www.juelich.de/stabue/;http://buecherei.juelich.de;aktiv;Di u. Fr. 10.00 bis 18.00 Uhr. Mi 15.00 bis 18.00 Uhr. Sa 10.00 bis 13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
UE261;NULL;Gemeindebibliothek;Dorfstr. 4;Jarchau;150905051010;NULL;NULL;-3931;21 70 59;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Do 14.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UE467;NULL;Stadtbibliothek;Marktstraße 1;Blankenburg  OT Derenburg;150850055055;NULL;NULL;39453;67121;NULL;NULL;NULL;NULL;aktiv;Di 10.00 -11.00 Uhr und 15.00 -17.00 Uhr, Do 10.00 - 11.00 Uhr und 15.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UE686;NULL;Stadtbibliothek;Breite Straße 17;Hasselfelde;150850228228;NULL;NULL;39459;71 100;(039459) 7 60 55;info@hasselfelde.de;NULL;NULL;nur Adresse erfasst;Di u. Do 15.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UE698;NULL;Gemeindebibliothek;Dorfstr. 16 ;Güterglück;150820430430;NULL;NULL;-39247;5770;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 13.30 - 17.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UE741;NULL;Gemeindebibliothek;Schulstr. 25;Lübs;130755552084;NULL;NULL;-3923;72 19 11;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Do 14.00 - 16.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UE777;NULL;Gemeindebibliothek;Güterglücker Str. 1 a;Walternienburg;150820430430;NULL;NULL;-39247;4 14 und 2 06 und (03923) 72 19 00;(039247) 2 06;NULL;NULL;NULL;vorübergeh. geschlossen;Freitag 11.00 - 13.00 Uhr;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UE789;NULL;Gemeindebibliothek;Im Winkel 1;Zerbst/Anhalt, OT Bias;150820430430;NULL;NULL;-3923;2453;2453;stabizerbst@t-online.de;NULL;NULL;geschlossen/aufgelöst;Mo 16.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UE819;NULL;Gemeindebibliothek;Schulstraße 2;Zerbst OT Steutz;150820430430;NULL;NULL;39244;2 04;NULL;NULL;NULL;NULL;aktiv;Di 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
UE856;DEU;Gemeindebibliothek;Zerbster Str. 10;Deetz (Zerbst);150820430430;NULL;NULL;39246;94 00;NULL;NULL;NULL;NULL;aktiv;Fr 16.00 - 19.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UE868;NULL;Gemeindebibliothek;Zerbster Str. 14;Dobritz;150820430430;NULL;NULL;-39246;94 00;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 8.00 - 10.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UK202;DEU;Ärztliche Zentralbibliothek /Universitätsklinikum Hamburg-Eppendorf;Martinistr. 52;Hamburg;20000000000;H64;NULL;40;7410-53012;7410-55493;aezb@aezb.uke.de;www.uke.de/aerztliche-zentralbibliothek/;NULL;aktiv;NULL;NULL;Körperschaft/Stiftung des öff. Rechts;100.001 - 300.000;nebenamtlich
UE959;NULL;Gemeindebibliothek;Karl-Marx-Str. 20;Hobeck;150860140140;NULL;NULL;-39245;22 90 und 9 48-0;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo 9.00-11.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF332;NULL;Gemeindebibliothek;Dorfpl.;Etzleben;160655001016;NULL;NULL;-34673;9 14 06;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 9.00-16.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF368;NULL;Gemeindebibliothek Gorsleben;Gartenweg;Gorsleben;160655001022;NULL;NULL;-34673;91413;NULL;NULL;NULL;NULL;aktiv;Mi 17.00-18.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF411;NULL;Gemeindebibliothek;Hauptstr. 5;Hemleben;160655001034;NULL;NULL;-34673;9 16 68;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Mi 9.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF459;NULL;Gemeindebibliothek;Hauptstr. 94/95;Kannawurf;160685005028;NULL;NULL;36375;644315;NULL;NULL;NULL;NULL;aktiv;Mo 14.00-15.00, Mi 14.00-15.00 (jeden letzten), Do 14.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF496;NULL;Gemeindebibliothek Oberheldrungen;Hauptstr. 28;Oberheldrungen;160655001052;NULL;NULL;-34673;91414;77770;gemeinde-oberheldrungen@t-online.de;NULL;NULL;aktiv;Mi 16.00-18.00 1. Woche im Monat;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
UF502;NULL;Gemeindebibliothek;Karl-Marx-Str. 12;Oldisleben;160655001054;NULL;NULL;-34673;9 13 88;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;Mi 14.00-1600 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
UF599;NULL;Gemeindebibliothek;Kirchstr. 11;Voigtstedt;160655006076;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 14.00-16.00;NULL;Sonstige öffentliche Trägerschaft;2.001 - 3.000;neben-/ehrenamtlich
UF605;NULL;Gemeindebibliothek;Marktstraße 4;Hecklingen OT Cochstedt;150890175175;NULL;NULL;-39267;2 28;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 14.00-17.00;NULL;Kommune/Gemeinde;2.001 - 3.000;hauptamtlich
UF642;NULL;Gemeindebibliothek Gatersleben;Schmiedestr. 1;Seeland OT Gatersleben;150890307307;NULL;NULL;39482;7 96330;039482 7 51 33;NULL;NULL;NULL;aktiv; Di 9.00 - 12.00 Uhr u.13.00 - 18.00 Uhr, Mi 9.00 - 12.00 Uhr, Do 13.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
UF666;DEU;Gemeindebibliothek;Lindenstr. 3;Hausneindorf;150855051287;NULL;NULL;-39481;8 12 24;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF691;DEU;Stadtbibliothek;Rathausplatz 1;Hoym;150895008180;NULL;NULL;34741;221;336;NULL;NULL;NULL;aktiv;Di 15.00 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;1.001 - 2.000;neben-/ehrenamtlich
UF708;DEU;Gemeindebibliothek Mehringen;Alte Bahnhofstraße 8;Aschersleben OT Mehringen;150890015015;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Di 11.00 - 11.30 Uhr, Fr 14.30 - 16.30 Uhr ;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF769;NULL;Gemeindebibliothek;Platz der Jugend 1;Schadeleben;150890015015;NULL;NULL;-34741;81 18;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mo-Fr 8.00-18.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
UF782;DEU;Gemeindebibliothek;Insel 52;Aschersleben OT Klein Schierstedt;150890015015;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nur Adresse erfasst;Do 17.00 - 18.00 Uhr;NULL;Sonstige öffentliche Trägerschaft;bis 1.000;neben-/ehrenamtlich
UF812;NULL;Gemeindebibliothek;Winkel 2;Wilsleben;150890015015;NULL;NULL;3473;81 61 07;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
